MLS Listing,,Single Family Residential,174 Cayuga Ave,San Francisco,CA,94112,999000,2,1,San Francisco,1175,1875,1941,3,850,,Active,,,http://www.redfin.com/CA/San-Francisco/174-Cayuga-Ave-94112/home/938411,San Francisco MLS,421596133,N,Y,37.730862,-122.4325775
MLS Listing,,Vacant Land,256 Bemis St,SAN FRANCISCO,CA,94131,799000,,,SAN FRANCISCO,,2100,,3,,,Active,,,http://www.redfin.com/CA/San-Francisco/256-Bemis-St-94131/home/110067187,MLSListings,ML81863261,N,Y,37.7363641,-122.4321052
MLS Listing,,Condo/Co-op,88 King St #422,San Francisco,CA,94107,1050000,1,1,San Francisco,934,82157,2000,3,1124,1095,Active,September-22-2021 12:00 PM,September-22-2021 1:30 PM,http://www.redfin.com/CA/San-Francisco/88-King-St-94107/unit-422/home/2038051,San Francisco MLS,421595412,N,Y,37.7807011,-122.3892619
MLS Listing,,Single Family Residential,63-65 Casa Way,SAN FRANCISCO,CA,94123,4400000,3,2,SAN FRANCISCO,3526,2495,1926,3,1248,,Active,,,http://www.redfin.com/CA/San-Francisco/63-Casa-Way-94123/home/2007017,MLSListings,ML81863255,N,Y,37.8054971,-122.4392632
MLS Listing,,Single Family Residential,48 Clarendon Ave,San Francisco,CA,94114,4998000,4,5,San Francisco,3882,2596,1988,3,1287,,Active,,,http://www.redfin.com/CA/San-Francisco/48-Clarendon-Ave-94114/home/2031535,San Francisco MLS,421596136,N,Y,37.7590322,-122.4501477
MLS Listing,,Single Family Residential,209 Garfield St,San Francisco,CA,94132,875000,0,1,Ingelside,1000,2199,1940,3,875,,Active,,,http://www.redfin.com/CA/San-Francisco/209-Garfield-St-94132/home/1512153,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40967645,N,Y,37.7195379,-122.4647031
MLS Listing,,Multi-Family (5+ Unit),4725 Irving St,San Francisco,CA,94122,2600000,0,,San Francisco,6738,5000,1959,3,386,,Active,,,http://www.redfin.com/CA/San-Francisco/4725-Irving-St-94122/home/1182414,San Francisco MLS,421595970,N,Y,37.761989,-122.5086761
MLS Listing,,Single Family Residential,490 Avila St,San Francisco,CA,94123,19750000,7,9,San Francisco,7809,10722,1938,3,2529,,Active,,,http://www.redfin.com/CA/San-Francisco/490-Avila-St-94123/home/1882360,San Francisco MLS,421594813,N,Y,37.8056541,-122.4399953
MLS Listing,,Single Family Residential,1610 La Salle Ave,San Francisco,CA,94124,1100000,3,2,San Francisco,1531,2338,1952,3,718,,Active,,,http://www.redfin.com/CA/San-Francisco/1610-La-Salle-Ave-94124/home/1598217,BAREIS,421596033,N,Y,37.7367577,-122.3888287
MLS Listing,,Single Family Residential,635 Joost Ave,San Francisco,CA,94127,1195000,2,2.5,San Francisco,1275,2500,1900,3,937,,Active,September-21-2021 1:00 PM,September-21-2021 2:30 PM,http://www.redfin.com/CA/San-Francisco/635-Joost-Ave-94127/home/1900563,San Francisco MLS,421596087,N,Y,37.7321224,-122.4497095
MLS Listing,,Condo/Co-op,2217 Pacific Ave #4,San Francisco,CA,94115,1695000,2,1,San Francisco,,,1904,3,,541,Active,September-21-2021 6:00 PM,September-21-2021 7:00 PM,http://www.redfin.com/CA/San-Francisco/2217-Pacific-Ave-94115/unit-4/home/567940,San Francisco MLS,421595952,N,Y,37.793421,-122.432139
MLS Listing,,Single Family Residential,209 Montcalm St,San Francisco,CA,94110,2497000,3,2.5,San Francisco,2385,1750,1997,3,1047,,Active,September-26-2021 2:00 PM,September-26-2021 5:00 PM,http://www.redfin.com/CA/San-Francisco/209-Montcalm-St-94110/home/754903,San Francisco MLS,421595781,N,Y,37.7457868,-122.4080901
MLS Listing,,Condo/Co-op,220 Lombard St #114,San Francisco,CA,94111,735000,1,1,San Francisco,700,,1993,3,1050,894,Active,,,http://www.redfin.com/CA/San-Francisco/220-Lombard-St-94111/unit-114/home/102813835,San Francisco MLS,421595673,N,Y,37.8042436,-122.4054002
